,Adenine content(1),Adenine content(2),Adenine content(3),Cytosine content(1),Cytosine content(2),Cytosine content(3),Enthalpy (RNA)1,Enthalpy (RNA)2,Enthalpy (RNA)3,Enthalpy (RNA)_1,Enthalpy (RNA)_2,Enthalpy (RNA)_3,Entropy (RNA)1,Entropy (RNA)2,Entropy (RNA)3,Entropy (RNA)_1,Entropy (RNA)_2,Entropy (RNA)_3,Free energy (RNA)1,Free energy (RNA)2,Free energy (RNA)3,Free energy (RNA)_1,Free energy (RNA)_2,Free energy (RNA)_3,GC content1,GC content2,GC content3,Guanine content1,Guanine content2,Guanine content3,Hydrophilicity (RNA)1,Hydrophilicity (RNA)2,Hydrophilicity (RNA)3,Hydrophilicity (RNA)_1,Hydrophilicity (RNA)_2,Hydrophilicity (RNA)_3,Keto (GT) content1,Keto (GT) content2,Keto (GT) content3,Purine (AG) content1,Purine (AG) content2,Purine (AG) content3,Rise (RNA)1,Rise (RNA)2,Rise (RNA)3,Roll (RNA)1,Roll (RNA)2,Roll (RNA)3,Shift (RNA)1,Shift (RNA)2,Shift (RNA)3,Slide (RNA)1,Slide (RNA)2,Slide (RNA)3,Stacking energy (RNA)1,Stacking energy (RNA)2,Stacking energy (RNA)3,Thymine content1,Thymine content2,Thymine content3,Tilt (RNA)1,Tilt (RNA)2,Tilt (RNA)3,Twist (RNA)1,Twist (RNA)2,Twist (RNA)3
gma-miR4410,0.06,-11.349,-0.001,0.14,0.002,0.089,-0.012,-2.809,-0.052,-0.395,-0.193,0.029,-1.314,0.0,0.021,0.043,-1.562,0.005,0.021,0.007,0.112,-0.024,-0.108,-4.728,-0.002,-0.043,-0.004,-0.147,-0.102,-0.036,0.004,-1.199,-0.964,-0.123,-0.501,0.0,-0.121,-0.043,10.113,-0.005,-0.019,0.002,-0.121,1.209,-0.064,12.075,0.001,-0.045,-0.003,-0.107,0.0,-0.402,-0.084,-2.425,-0.855,0.059,1.855,0.004,0.0,0.072,4.781,-0.006,0.062,0.011,-0.036,0.957
ptc-miR6450a,0.116,5.952,0.002,0.064,0.009,0.368,0.102,-0.876,0.092,-0.238,-0.484,0.296,1.424,-0.001,0.197,0.169,8.832,0.011,0.16,0.003,0.105,1.797,-0.099,-5.59,-0.001,-0.099,-0.002,0.0,-0.12,-1.342,-0.047,2.015,0.23,0.099,-1.063,-0.01,-0.181,-0.144,-7.791,-0.006,-0.132,-0.007,-0.111,-1.56,-0.046,-7.403,-0.002,-0.164,-0.005,-0.235,0.043,2.537,0.047,-4.467,-3.078,0.056,-2.097,-0.002,-0.251,-0.305,-21.388,-0.01,-0.296,0.014,-0.176,-4.006
pab-miR3709b,0.41,9.771,0.003,0.35,0.012,0.362,0.17,-0.217,0.005,-0.375,-0.334,0.263,2.977,0.002,0.07,0.606,20.325,0.019,0.483,0.027,0.545,4.791,0.011,1.713,0.0,0.0,-0.001,-0.092,-0.311,-1.696,0.097,7.182,-1.33,-0.224,0.4,-0.01,-0.032,0.131,11.11,0.0,0.087,-0.018,0.153,1.875,-0.289,-10.684,0.001,-0.222,-0.013,-0.333,-0.281,-1.64,0.061,6.825,0.559,-0.25,-2.618,-0.026,-0.033,-0.375,-17.042,-0.02,-0.302,-0.052,-0.228,-3.579
ppt-miR1044-5p,0.158,8.936,0.002,0.091,0.001,0.08,0.108,-2.596,-0.018,-0.418,0.103,0.111,1.776,0.0,0.036,0.184,3.664,0.002,0.134,0.001,0.147,1.169,-0.056,4.684,-0.004,0.015,0.001,-0.073,0.003,1.771,-0.158,1.953,0.704,0.006,0.923,0.003,-0.018,0.092,10.654,0.002,0.083,0.01,0.026,1.687,-0.059,10.864,0.001,0.046,0.002,-0.127,0.003,0.081,0.078,2.536,1.68,-0.053,1.981,0.002,-0.019,0.213,21.184,0.005,0.141,0.02,0.068,3.645
mtr-miR5228,0.169,-4.604,-0.004,0.075,0.006,0.158,0.208,-1.71,-0.061,-0.014,-0.143,0.094,-0.631,-0.001,0.213,-0.01,-0.733,0.008,-0.02,0.002,-0.011,-0.135,0.012,-20.253,0.002,-0.015,-0.003,-0.222,0.0,0.203,-0.048,-1.003,2.035,-0.085,-3.617,-0.023,-0.053,-0.238,-12.224,-0.003,-0.216,-0.028,-0.129,-2.51,0.012,-1.021,0.003,0.043,-0.003,-0.176,-0.056,-3.332,0.148,-0.08,1.841,-0.05,0.017,0.011,-0.022,0.07,3.202,-0.004,0.059,-0.012,0.093,0.568
aly-miR166h-5p,0.169,-18.503,0.0,0.191,0.007,0.247,-0.011,-0.296,-0.084,-0.681,-0.908,0.011,-1.932,-0.002,0.058,0.171,-2.576,0.012,0.107,0.0,0.147,0.227,-0.02,-6.508,-0.004,-0.02,-0.001,-0.173,0.038,-0.358,0.008,3.477,0.401,-0.155,-1.636,-0.007,-0.234,-0.086,3.709,0.001,-0.13,0.002,-0.061,0.09,0.028,-13.888,0.001,-0.08,-0.002,-0.288,-0.019,-0.548,-0.098,0.913,1.045,0.071,-1.478,-0.032,-0.13,0.083,-4.625,0.0,0.046,-0.008,0.111,-0.325
lja-miR11140-3p,0.202,-7.127,0.004,0.136,0.009,0.215,0.079,-1.445,-0.115,-1.744,-0.272,0.279,-0.133,0.001,0.112,0.315,8.273,0.012,0.228,0.014,0.378,2.223,-0.074,11.085,0.0,-0.095,-0.002,-0.108,-0.165,0.057,-0.04,1.281,0.003,-0.119,1.389,0.023,-0.026,-0.095,-2.212,-0.005,-0.043,0.006,-0.08,-0.561,-0.127,2.722,-0.003,-0.127,-0.007,-0.164,-0.077,-1.116,0.038,0.477,1.597,-0.191,-0.167,0.035,-0.077,-0.204,-1.649,-0.012,-0.178,0.009,-0.245,-0.997
osa-miR6253,0.275,1.583,-0.003,0.04,0.004,0.153,0.22,0.878,-0.068,-0.075,0.015,0.192,0.892,0.0,0.15,0.237,5.716,0.006,0.166,0.009,0.185,1.542,0.053,-6.927,-0.001,-0.011,-0.003,-0.097,-0.084,-0.335,-0.066,-0.947,-1.106,-0.113,-1.276,-0.001,-0.208,-0.15,-7.454,-0.002,-0.122,-0.006,-0.113,-1.45,0.0,-8.755,-0.001,-0.011,-0.001,0.014,-0.183,-1.631,-0.061,-1.633,1.391,-0.119,-2.287,-0.009,-0.214,-0.328,-12.643,0.0,-0.255,-0.02,-0.214,-2.855
ath-miR777,0.075,-9.574,0.002,0.09,0.005,0.15,0.07,-2.114,-0.174,-1.725,0.017,0.22,-1.011,0.0,0.05,0.097,-2.002,0.006,0.046,0.003,0.14,0.082,-0.063,-2.395,-0.005,-0.042,-0.006,-0.063,-0.084,0.109,-0.027,2.584,0.38,-0.295,-1.167,-0.014,-0.105,-0.33,-11.327,-0.006,-0.252,-0.015,-0.332,-2.67,0.044,-14.136,-0.001,-0.078,-0.002,-0.078,-0.025,-0.072,-0.082,-4.1,-1.216,-0.2,-3.1,-0.011,-0.083,-0.414,-27.1,-0.003,-0.347,-0.009,-0.306,-5.16
osa-miR5159,0.159,-6.722,-0.005,0.097,0.0,0.11,0.316,-0.527,-0.06,-0.388,0.402,0.05,-0.54,0.0,0.38,0.115,0.754,0.0,0.079,0.007,0.13,0.448,-0.091,3.662,-0.002,-0.074,-0.005,-0.203,0.141,-0.24,-0.032,-0.684,-0.974,-0.139,0.152,0.002,0.065,-0.09,-6.372,-0.009,-0.073,0.0,-0.1,-1.125,-0.095,-7.578,-0.001,-0.011,-0.001,-0.064,-0.255,-1.481,0.044,-2.341,-2.046,-0.077,-0.627,0.002,-0.182,0.039,8.954,-0.001,0.03,0.005,-0.002,1.422
osa-miR2094-5p,0.042,-7.028,0.0,0.144,0.006,0.26,0.028,-1.173,-0.016,-0.939,-0.527,-0.014,-0.948,-0.001,0.238,0.012,0.161,0.008,-0.013,-0.001,0.022,0.083,-0.012,-22.195,-0.001,-0.015,-0.002,-0.12,-0.009,1.271,-0.053,-1.088,0.051,-0.181,-4.317,0.002,-0.155,-0.265,-10.268,-0.002,-0.348,0.004,-0.213,-2.241,-0.012,-0.6,0.001,0.015,-0.001,-0.248,-0.176,1.072,0.03,0.121,3.019,0.043,-0.047,-0.01,-0.232,-0.01,-2.119,0.0,0.008,-0.006,-0.006,-0.324
ath-miR854d,-0.047,-17.861,-0.001,0.0,0.0,0.061,-0.158,-0.529,-0.02,-0.227,0.345,0.061,-1.753,0.0,0.094,0.089,0.943,-0.001,0.063,0.001,0.094,0.44,-0.123,-28.781,-0.001,0.0,0.0,-0.058,-0.219,-0.581,-0.08,-0.86,-1.351,-0.035,-4.079,-0.014,-0.123,-0.148,-8.944,-0.001,-0.164,-0.014,-0.123,-1.549,0.105,3.967,0.001,0.0,0.0,-0.074,0.124,-0.075,0.113,-1.347,1.277,-0.025,-0.538,-0.014,-0.124,-0.187,-10.517,0.002,-0.163,-0.023,-0.124,-2.219
smo-miR1082b,0.0,0.015,-0.003,0.161,0.001,0.042,0.019,-1.208,-0.028,-1.039,-2.528,0.172,0.437,-0.001,0.042,0.137,2.387,0.001,0.113,-0.001,0.172,0.776,0.0,-34.298,0.002,-0.164,-0.006,-0.295,-0.079,0.529,-0.023,-8.222,-0.443,0.044,-5.723,0.003,-0.295,-0.21,-18.663,-0.007,-0.321,0.021,-0.015,-3.317,0.0,-17.903,0.001,0.003,0.002,-0.084,0.059,-0.295,0.051,-4.963,-2.197,0.077,-3.268,-0.013,-0.084,-0.217,-17.703,0.004,-0.227,-0.002,-0.046,-3.202
aly-miR161-5p.1,0.233,-5.525,0.0,0.058,0.002,0.197,0.199,0.904,0.086,-0.346,0.67,0.089,-0.113,-0.001,0.341,0.205,3.779,0.004,0.147,0.016,0.211,1.11,-0.032,-11.948,-0.006,0.006,-0.004,-0.114,-0.018,-0.698,-0.165,-1.801,2.526,-0.158,-2.139,-0.014,0.058,-0.102,-11.128,-0.006,-0.101,-0.016,-0.006,-1.97,-0.115,-22.608,0.003,0.124,-0.001,-0.155,-0.26,-0.984,-0.049,-2.588,4.404,-0.05,-3.888,-0.026,-0.139,-0.23,-13.62,-0.002,-0.19,-0.036,-0.012,-2.761
pgi-miR391,0.04,-21.565,0.001,0.275,0.004,0.275,-0.023,-1.774,0.031,-1.155,0.299,0.06,-2.492,0.0,0.095,0.074,-3.63,0.007,0.026,-0.007,0.11,-0.328,-0.063,9.152,0.002,0.158,0.002,0.2,-0.147,1.54,0.045,-2.597,-1.906,-0.042,1.439,0.004,0.032,0.119,2.884,0.004,0.09,0.018,0.084,0.924,0.022,23.009,-0.002,0.139,0.004,0.283,0.011,0.167,-0.052,-0.844,-1.958,-0.044,3.69,0.034,0.2,0.192,12.0,0.008,0.19,0.026,0.1,2.456
atr-miR8600,0.041,-6.467,0.002,0.159,0.003,0.132,0.12,-3.111,0.024,-0.409,-0.038,0.091,-0.753,-0.002,0.05,-0.013,-1.642,0.005,-0.007,-0.007,-0.006,-0.235,-0.1,-10.814,0.001,0.095,0.0,0.043,-0.028,2.97,-0.057,-1.048,0.379,-0.022,-1.483,0.003,0.004,-0.045,-2.994,0.0,-0.058,0.012,-0.013,-0.598,-0.105,8.18,0.001,0.075,-0.002,0.045,0.009,0.963,-0.028,0.35,0.741,0.005,1.233,0.023,0.155,0.048,2.899,-0.003,0.064,0.007,0.08,0.51
far-miR1119,0.066,-8.005,0.003,0.066,0.001,0.041,0.045,-2.705,0.122,-1.318,-0.973,0.091,-0.616,-0.003,0.107,0.158,3.565,0.001,0.112,-0.005,0.194,0.958,-0.121,-10.873,-0.001,-0.074,-0.003,-0.143,-0.139,0.0,0.005,0.355,-0.064,-0.048,-1.686,0.02,-0.104,-0.098,-2.299,-0.005,-0.097,0.007,-0.017,-0.658,-0.077,-1.051,-0.001,-0.055,-0.002,0.002,0.057,-0.902,-0.103,0.527,0.758,0.15,0.053,0.002,-0.023,-0.015,-5.656,-0.005,0.003,-0.001,0.05,-0.752
tae-miR9661-5p,0.042,-13.129,-0.001,0.213,0.007,0.338,0.022,0.034,-0.042,-0.54,0.462,0.05,-1.61,-0.002,0.18,0.028,-2.7,0.011,-0.013,0.0,0.042,-0.283,-0.143,3.679,-0.005,0.058,0.0,0.175,-0.269,-0.439,-0.171,-1.061,-0.378,-0.058,0.787,-0.018,0.009,0.004,-3.034,-0.002,0.023,-0.007,-0.006,-0.235,0.04,14.647,0.001,0.003,-0.006,0.111,-0.108,-1.924,0.083,1.74,-0.581,-0.062,2.692,-0.026,0.009,0.2,4.088,-0.01,0.192,-0.013,0.17,1.251
ppt-miR1062,0.06,-4.321,0.004,0.29,0.007,0.2,0.3,-2.826,0.026,-0.725,0.432,0.21,-0.453,0.0,0.17,0.107,3.159,0.009,0.03,0.007,0.07,0.803,-0.042,2.373,0.002,0.211,0.005,0.053,0.158,1.136,-0.08,2.089,-0.11,0.011,0.155,-0.01,0.074,-0.063,-0.114,0.007,-0.064,0.008,-0.068,-0.187,-0.044,6.736,-0.003,0.178,0.003,0.0,0.222,-0.133,-0.049,3.272,-0.411,0.011,1.337,0.016,0.133,0.066,5.27,0.006,0.113,0.025,0.056,0.984
smo-miR1115-5p,0.058,-7.756,0.0,0.139,0.007,0.263,0.158,-1.213,0.091,-0.673,-0.467,0.222,-0.791,-0.002,0.233,0.117,3.918,0.007,0.052,-0.001,0.089,0.931,-0.088,15.043,-0.002,0.035,-0.004,-0.111,-0.056,-0.689,-0.119,1.114,-0.334,-0.044,2.145,0.022,-0.05,-0.05,4.298,-0.007,0.009,-0.004,-0.067,0.436,-0.015,1.635,-0.004,-0.022,-0.007,-0.235,0.0,1.09,-0.128,-0.362,0.726,-0.105,0.118,0.027,-0.13,-0.013,-2.073,-0.01,-0.043,0.015,-0.006,-0.313
aly-miR837-5p,0.042,-1.045,0.002,0.061,0.003,0.058,0.086,-0.418,0.117,-0.122,0.019,0.091,-0.03,-0.001,0.061,0.052,2.093,0.003,0.027,0.002,0.033,0.495,-0.006,-10.951,-0.006,-0.047,-0.003,-0.032,0.012,-0.788,-0.284,-1.313,-0.146,-0.099,-2.191,-0.033,-0.047,-0.265,-22.871,-0.003,-0.195,-0.031,-0.132,-3.958,-0.006,-5.787,0.0,-0.05,0.0,0.025,0.022,-0.489,0.233,-0.793,0.052,0.068,-0.685,-0.029,-0.05,0.049,1.63,-0.002,0.018,-0.015,0.037,0.434
bdi-miR7728-5p,0.058,-7.855,0.002,0.114,0.007,0.258,-0.03,0.05,0.049,-0.698,-0.22,0.247,-0.31,0.002,0.161,0.296,7.717,0.008,0.185,0.021,0.283,2.067,-0.105,7.131,0.001,0.076,-0.006,-0.064,-0.018,1.479,-0.018,1.295,0.243,-0.073,1.439,0.01,-0.073,0.21,20.015,-0.008,0.155,0.023,0.114,3.553,-0.053,1.442,0.0,0.034,-0.012,-0.127,-0.18,-0.115,0.222,0.266,1.459,-0.204,0.846,0.021,-0.077,0.237,26.351,-0.014,0.153,0.033,0.111,4.408
mtr-miR5277,0.215,-2.277,-0.001,0.05,0.013,0.405,0.157,-1.688,-0.172,-0.128,-0.269,0.335,-0.013,0.0,0.126,0.092,0.281,0.016,0.071,-0.003,0.079,0.343,-0.061,-20.714,-0.004,-0.043,0.007,0.1,-0.013,-1.514,-0.239,-1.268,1.857,0.113,-3.937,-0.016,-0.136,-0.401,-23.849,0.008,-0.321,-0.033,-0.216,-4.695,-0.164,-1.078,0.004,-0.045,0.005,-0.091,-0.05,-1.156,0.184,0.527,1.674,0.205,-0.318,-0.028,-0.059,-0.026,-1.563,0.002,-0.032,-0.022,0.016,-0.397
atr-miR8569,0.14,5.527,-0.004,0.045,0.002,0.091,0.174,-0.477,-0.087,-0.36,-0.831,0.066,1.044,0.0,0.198,0.102,0.733,0.004,0.096,0.005,0.12,0.409,-0.043,-9.329,0.006,-0.262,-0.007,-0.381,-0.052,-0.694,-0.094,-1.762,-0.167,-0.052,-1.397,0.005,-0.268,-0.078,-5.028,-0.009,-0.094,0.013,-0.102,-0.788,-0.095,-20.798,-0.002,-0.075,-0.002,-0.198,0.0,0.19,0.042,-2.436,0.056,0.018,-2.94,-0.014,-0.145,-0.065,-6.641,-0.002,-0.094,0.009,0.005,-1.04
mdm-miR319h,0.075,-7.908,-0.002,0.062,0.012,0.343,0.035,-0.429,-0.097,-0.623,-0.117,0.16,-1.02,-0.003,0.095,-0.01,-3.422,0.015,-0.027,-0.003,0.0,-0.465,-0.063,5.331,0.0,-0.25,-0.004,-0.097,-0.226,-1.597,-0.189,-0.892,0.0,-0.042,0.775,-0.017,-0.039,-0.011,-6.205,-0.007,0.024,-0.023,0.0,-0.788,-0.067,-6.656,0.002,-0.117,-0.008,-0.233,-0.078,0.923,0.183,-2.539,0.136,0.011,-0.821,-0.011,-0.078,0.061,-0.758,-0.013,0.015,-0.002,0.056,0.141
bdi-miR5172-3p,0.042,-13.533,-0.002,0.075,0.006,0.194,-0.017,-0.396,0.021,-1.014,-0.804,0.011,-1.681,-0.001,0.161,0.043,-1.539,0.008,0.0,0.004,0.094,-0.144,-0.05,-6.709,-0.002,-0.032,-0.004,-0.158,-0.079,0.354,0.014,-6.412,-1.594,-0.044,-1.532,0.013,-0.085,-0.169,-14.525,-0.007,-0.18,0.015,-0.061,-2.544,0.084,-25.332,0.001,0.084,0.002,-0.183,-0.031,-0.182,0.076,-7.297,0.244,0.105,-3.858,0.006,-0.149,-0.099,-10.866,0.004,-0.101,-0.004,0.111,-1.993
bdi-miR5165-5p,0.05,-0.348,-0.003,0.111,0.01,0.368,0.022,-1.46,-0.05,-0.38,-0.053,0.127,0.45,0.001,0.299,0.118,2.704,0.012,0.11,-0.002,0.102,0.697,-0.058,-2.823,-0.002,0.023,-0.001,-0.111,-0.184,2.188,-0.075,-0.538,-1.374,-0.161,-1.028,0.004,-0.184,-0.243,-12.214,-0.002,-0.194,-0.008,-0.222,-2.471,-0.003,-21.034,0.0,-0.015,-0.008,-0.412,-0.18,-1.568,-0.072,-2.254,2.277,-0.13,-3.539,-0.001,-0.313,-0.146,-11.384,-0.009,-0.175,-0.012,-0.056,-2.078
mdm-miR11002c-5p,0.116,-13.066,-0.001,0.205,0.008,0.313,0.039,-0.19,-0.036,-0.925,0.103,0.058,-1.856,-0.003,0.058,0.009,-4.144,0.013,-0.037,0.005,0.05,-0.548,-0.155,-3.476,-0.001,-0.067,-0.007,-0.058,-0.181,-1.186,0.0,-1.304,-0.639,-0.105,-0.663,-0.018,-0.05,-0.112,-7.265,-0.012,-0.112,-0.011,-0.14,-1.23,-0.139,20.004,0.0,-0.133,-0.01,-0.136,-0.133,-0.119,0.019,2.019,-0.055,-0.111,2.959,-0.023,0.006,0.029,1.304,-0.017,0.068,-0.005,-0.015,0.349
pab-miR399e,0.302,-8.843,-0.003,0.191,0.011,0.449,0.114,-0.019,-0.038,-0.54,-0.418,0.191,-0.749,0.003,0.127,0.143,5.153,0.019,0.08,0.006,0.102,1.198,0.096,11.068,0.003,0.003,0.005,0.316,-0.003,-0.939,0.063,2.74,0.107,0.035,0.797,-0.009,0.003,-0.201,-3.449,0.008,-0.14,-0.005,-0.164,-1.162,-0.015,-7.858,-0.001,-0.065,0.001,0.334,-0.003,0.048,-0.062,1.616,-0.116,0.037,-1.716,-0.036,0.003,-0.255,-17.238,0.0,-0.193,-0.025,-0.167,-3.11
gra-miR8634,0.285,4.7,-0.002,0.0,0.003,0.141,0.158,-0.582,0.068,0.003,-0.152,0.141,1.31,0.001,0.141,0.201,9.18,0.005,0.158,0.009,0.141,1.989,-0.032,-16.365,0.002,0.0,0.001,-0.044,0.117,0.236,0.142,1.146,-1.045,0.009,-2.676,0.009,-0.249,-0.205,7.469,0.003,-0.203,0.008,-0.249,0.529,-0.093,13.155,-0.001,0.0,0.002,-0.043,0.254,2.824,0.035,2.402,-0.198,0.068,2.036,0.026,-0.046,0.098,22.392,0.006,0.06,0.041,-0.046,3.325
gma-miR9735,0.205,1.189,-0.001,0.05,0.01,0.318,0.182,-0.318,-0.08,-0.459,-0.758,0.293,0.765,-0.001,0.227,0.187,6.309,0.011,0.162,0.007,0.202,1.492,-0.143,-20.475,0.0,-0.026,-0.005,-0.24,-0.238,-1.149,-0.089,-2.16,0.308,-0.169,-2.947,-0.022,-0.048,-0.153,-14.818,-0.006,-0.129,-0.02,-0.082,-2.481,-0.25,-19.735,0.001,0.091,-0.012,-0.555,-0.248,-2.295,0.101,-1.65,2.037,-0.377,-3.51,-0.036,-0.177,-0.255,-20.759,-0.013,-0.244,-0.041,-0.155,-3.707
mdm-miR11018,0.163,2.69,0.0,0.112,0.002,0.203,0.09,-0.467,0.187,-0.005,-0.095,0.06,0.744,0.0,0.16,0.135,8.48,0.004,0.09,0.007,0.092,1.606,-0.242,-24.23,-0.001,0.032,-0.001,-0.026,-0.168,-1.031,0.012,-1.171,-0.158,-0.042,-3.817,-0.027,-0.042,-0.293,-17.158,-0.003,-0.23,-0.028,-0.184,-3.254,-0.183,-20.54,0.0,0.2,0.0,-0.033,-0.178,-2.742,-0.263,-2.244,1.812,-0.044,-3.405,-0.044,-0.1,-0.279,-28.355,-0.002,-0.197,-0.056,-0.083,-4.859
ppe-miR6267c-3p,0.127,-16.209,-0.001,0.061,0.002,0.086,0.102,-1.25,-0.054,-0.651,-0.01,0.075,-1.83,0.001,0.075,0.057,-0.758,0.004,0.021,-0.001,0.047,0.105,-0.047,15.972,0.0,0.009,-0.002,-0.029,0.053,-0.859,0.01,1.0,-0.336,-0.032,1.463,0.032,-0.161,-0.148,-1.812,-0.003,-0.109,0.012,-0.123,-0.684,-0.006,5.718,-0.003,0.068,0.002,0.195,-0.136,1.693,-0.06,-1.204,-0.793,-0.034,1.107,0.035,-0.071,0.046,6.133,0.003,0.027,0.019,-0.019,1.134
ppe-miR6269,0.144,-8.954,0.001,0.166,0.0,0.036,0.0,-1.029,-0.108,-0.349,-0.445,0.042,-0.539,-0.004,0.108,0.204,0.449,0.002,0.15,-0.003,0.177,0.749,-0.07,0.37,0.0,0.009,-0.002,-0.067,-0.006,-2.285,0.036,1.091,-0.572,-0.196,-0.732,0.022,-0.132,-0.229,-3.142,-0.004,-0.186,-0.008,-0.158,-1.139,-0.074,-6.258,-0.004,-0.05,0.005,0.17,-0.127,1.719,-0.083,-0.288,-0.422,-0.05,-1.428,0.014,-0.164,-0.202,-4.8,0.006,-0.204,0.007,-0.18,-1.172
atr-miR8562a,0.231,-5.491,0.0,0.058,0.008,0.302,0.091,1.347,-0.018,-0.545,-0.31,0.223,-0.088,-0.001,0.169,0.239,4.701,0.012,0.154,0.015,0.231,1.456,-0.139,0.649,0.001,-0.026,-0.003,-0.197,-0.048,-0.294,-0.032,1.848,0.129,-0.004,0.33,-0.005,-0.128,-0.018,2.244,-0.005,0.022,0.004,-0.017,0.251,-0.245,-10.641,-0.001,-0.027,-0.008,-0.484,0.0,-1.204,0.241,1.523,-0.52,-0.155,-1.338,-0.027,-0.125,-0.039,-1.696,-0.012,-0.014,-0.018,-0.041,-0.377
lja-miR11072j-3p,0.042,4.204,0.0,0.155,0.0,0.114,0.233,-0.92,-0.104,-0.064,0.01,0.0,1.039,0.0,0.321,0.136,3.01,0.0,0.113,0.007,0.1,0.866,-0.184,11.212,0.001,-0.07,-0.002,-0.146,0.023,0.623,0.095,0.719,-0.41,0.0,1.721,0.01,0.117,0.026,11.595,-0.005,0.04,0.019,-0.056,1.785,-0.025,5.766,0.001,-0.087,0.0,-0.084,-0.093,-0.322,-0.055,1.802,-1.214,0.0,1.414,0.028,-0.053,0.188,18.304,0.002,0.143,0.027,0.065,3.199
pab-miR11473,0.058,-16.398,0.001,0.064,0.004,0.177,0.089,-1.688,-0.151,-1.321,0.251,0.091,-2.212,-0.004,0.172,0.016,-8.824,0.005,-0.014,-0.007,0.105,-1.16,-0.05,8.153,-0.006,-0.132,-0.007,-0.202,-0.175,-3.184,0.155,7.664,-1.089,-0.249,0.71,-0.007,-0.096,-0.156,5.171,-0.009,-0.072,-0.049,-0.228,0.031,0.006,5.521,-0.002,-0.115,-0.004,-0.108,-0.118,-1.139,-0.053,5.365,-1.203,-0.028,0.384,-0.035,-0.192,-0.126,-12.067,-0.006,-0.103,-0.037,-0.136,-1.975
bdi-miR7757-3p.1,0.147,-1.998,-0.002,0.0,0.007,0.194,0.116,-1.588,0.023,-0.177,0.0,0.194,-0.06,-0.001,0.042,0.067,1.146,0.008,0.043,0.001,0.042,0.407,-0.067,-4.634,-0.006,0.0,-0.003,-0.023,-0.102,-0.182,-0.206,0.839,-0.2,-0.123,-0.904,0.006,-0.146,-0.144,-0.456,-0.003,-0.119,0.006,-0.146,-0.602,-0.111,12.962,-0.001,0.0,-0.005,0.146,-0.198,0.793,0.02,1.505,0.368,-0.065,2.366,0.011,0.08,0.203,19.517,-0.007,0.158,0.027,0.08,3.367
osa-miR2873c,0.269,-1.04,-0.003,-0.003,0.008,0.216,0.211,0.639,-0.022,-0.169,-0.093,0.285,0.329,-0.001,0.075,0.097,3.766,0.01,0.082,0.007,0.058,0.891,-0.085,-23.844,-0.003,-0.003,-0.004,-0.292,-0.056,-2.057,-0.242,-1.135,-0.178,-0.143,-3.398,-0.029,-0.143,-0.19,-16.126,-0.004,-0.139,-0.027,-0.105,-2.806,-0.068,-29.287,0.004,-0.003,-0.008,-0.449,-0.176,-4.551,-0.106,-2.508,2.115,-0.328,-4.861,-0.051,-0.093,-0.287,-26.541,-0.009,-0.239,-0.06,-0.111,-4.638
lja-miR11103d-5p,0.109,6.24,0.003,0.095,0.011,0.306,0.05,-0.869,0.086,-0.218,-0.544,0.268,1.658,0.001,0.272,0.258,9.03,0.012,0.214,0.005,0.172,2.121,0.014,-3.181,-0.003,0.0,0.006,0.071,-0.024,-3.392,-0.136,-0.688,2.086,0.071,-0.813,-0.013,0.086,-0.09,-9.864,0.007,-0.065,-0.022,-0.019,-1.741,-0.038,-8.052,-0.003,-0.038,0.004,0.075,-0.223,-1.438,-0.147,-0.504,1.626,0.018,-1.619,0.011,-0.015,-0.192,-10.693,0.005,-0.133,-0.024,-0.083,-2.275
bdi-miR7744-3p,0.157,-0.663,0.001,0.066,0.007,0.14,0.248,-0.536,0.133,-0.186,-0.349,0.322,0.583,0.002,0.058,0.203,11.562,0.008,0.17,0.012,0.157,2.259,-0.004,7.201,0.002,-0.169,-0.002,-0.013,-0.035,-0.014,0.112,0.019,-0.035,-0.011,0.611,0.006,-0.035,-0.116,6.64,-0.004,-0.114,0.011,-0.169,0.645,-0.005,-2.914,0.004,0.007,-0.002,0.136,-0.145,1.806,-0.014,3.275,0.225,-0.127,-0.689,-0.003,-0.036,-0.14,2.929,-0.003,-0.144,0.011,-0.134,-0.131
ath-miR447c-3p,0.11,9.232,0.003,0.06,0.012,0.345,0.225,0.368,0.085,-0.19,0.699,0.45,2.26,0.003,0.31,0.27,11.438,0.011,0.235,0.018,0.195,2.422,0.063,15.577,0.002,0.011,0.005,0.253,0.042,0.368,0.007,0.184,0.317,0.253,2.883,0.009,0.147,0.188,13.591,0.004,0.171,0.025,0.095,2.514,0.067,11.48,0.002,0.122,0.004,0.256,0.022,3.958,0.032,-0.606,-0.361,0.211,2.01,0.013,0.111,0.164,11.001,0.004,0.129,0.034,0.144,1.997
gma-miR4349-3p,0.14,8.452,0.0,0.136,0.009,0.157,0.087,-1.52,-0.037,0.196,-0.455,0.178,2.257,-0.001,0.149,0.314,7.535,0.009,0.299,-0.002,0.277,2.151,0.069,-12.019,0.0,-0.071,0.002,-0.048,-0.052,1.159,-0.124,-4.922,-0.839,-0.004,-1.954,0.003,0.013,-0.102,-16.69,0.002,-0.089,0.001,0.037,-2.818,0.091,-27.177,-0.001,-0.1,0.005,-0.073,-0.055,-1.622,-0.016,-6.323,0.572,0.045,-4.835,-0.007,-0.036,-0.293,-27.029,0.005,-0.284,-0.017,-0.077,-4.766
